kural,verification,pal,iyal,adhigaram,adhigaramName,adi,siraPos,sira,togai,sol,split,category,ilakkanam,vetrumai,todar,gloss,confidence
565,verified,பொருட்பால்,அரசியல்,57,வெருவந்த செய்யாமை,1,4,பெருஞ்செல்வம்,பண்புத்தொகை,செல்வம்,செல்வம்,பெயர்,பொருட்பெயர்,,,wealth,0.85
565,verified,பொருட்பால்,அரசியல்,57,வெருவந்த செய்யாமை,2,1,பேஎய்கண்,,பேஎய்,பேய்,பெயர்,பொருட்பெயர்,,,ghost/ghoul,0.7
565,verified,பொருட்பால்,அரசியல்,57,வெருவந்த செய்யாமை,2,1,பேஎய்கண்,,கண்டு,காண்+ட்,வினை,வினையெச்சம்,,,having seen/possessed,0.6
565,verified,பொருட்பால்,அரசியல்,57,வெருவந்த செய்யாமை,2,2,டன்னது,,அன்னது,அன்ன+அது,பெயர்,சுட்டுப்பெயர்,,,that which is like (it),0.6
565,verified,பொருட்பால்,அரசியல்,57,வெருவந்த செய்யாமை,2,3,உடைத்து,,உடைத்து,உடை+த்து,வினை,குறிப்புவினைமுற்று,,,it has/possesses (that nature),0.66
566,verified,பொருட்பால்,அரசியல்,57,வெருவந்த செய்யாமை,1,1,கடுஞ்சொல்லன்,பண்புத்தொகை,கடுஞ்சொல்லன்,கடு+சொல்+அன்,பெயர்,காரணப்பெயர்,,,harsh-tongued one,0.64
566,verified,பொருட்பால்,அரசியல்,57,வெருவந்த செய்யாமை,1,2,கண்ணிலன்,,கண்ணிலன்,கண்+இல்+அன்,வினை,குறிப்புவினைமுற்று,,,is graceless/lacks kindly look,0.58
566,verified,பொருட்பால்,அரசியல்,57,வெருவந்த செய்யாமை,1,3,ஆயின்,,ஆயின்,ஆகு+இன்,வினை,வினையெச்சம்,,,if (he) be,0.64
566,verified,பொருட்பால்,அரசியல்,57,வெருவந்த செய்யாமை,1,4,நெடுஞ்செல்வம்,பண்புத்தொகை,நெடு,நெடிது,பெயர்,பண்புப்பெயர்,,அடைமொழி,great/long-lasting,0.66
566,verified,பொருட்பால்,அரசியல்,57,வெருவந்த செய்யாமை,1,4,நெடுஞ்செல்வம்,பண்புத்தொகை,செல்வம்,செல்வம்,பெயர்,பொருட்பெயர்,,,wealth,0.85
566,verified,பொருட்பால்,அரசியல்,57,வெருவந்த செய்யாமை,2,1,நீடின்றி,,நீடு,நீடு,பெயர்,தொழிற்பெயர்,,,lasting/endurance,0.5
566,verified,பொருட்பால்,அரசியல்,57,வெருவந்த செய்யாமை,2,1,நீடின்றி,,இன்றி,இன்றி,வினை,எதிர்மறைவினையெச்சம்,,,without,0.7
566,verified,பொருட்பால்,அரசியல்,57,வெருவந்த செய்யாமை,2,2,ஆங்கே,,ஆங்கு,ஆங்கு,பெயர்,இடப்பெயர்,,,there/then itself,0.55
566,verified,பொருட்பால்,அரசியல்,57,வெருவந்த செய்யாமை,2,2,ஆங்கே,,ஏ,ஏ,இடை,ஏகாரம்,,,emphatic ē (right there/then),0.6
566,verified,பொருட்பால்,அரசியல்,57,வெருவந்த செய்யாமை,2,3,கெடும்,,கெடும்,கெடு+உம்,வினை,தெரிநிலைவினைமுற்று,,,will perish,0.8
567,verified,பொருட்பால்,அரசியல்,57,வெருவந்த செய்யாமை,1,1,கடுமொழியும்,பண்புத்தொகை,கடுமொழி,கடு+மொழி,பெயர்,பண்புப்பெயர்,,,harsh speech,0.7
567,verified,பொருட்பால்,அரசியல்,57,வெருவந்த செய்யாமை,1,1,கடுமொழியும்,பண்புத்தொகை,உம்,உம்,இடை,உம்மை,,,and (enumerative um),0.85
567,verified,பொருட்பால்,அரசியல்,57,வெருவந்த செய்யாமை,1,2,கையிகந்த,,கை,கை,பெயர்,பண்புப்பெயர்,,,measure/limit,0.5
567,verified,பொருட்பால்,அரசியல்,57,வெருவந்த செய்யாமை,1,2,கையிகந்த,,இகந்த,இகந்து+அ,வினை,பெயரெச்சம்,,,that exceeded (the limit),0.6
567,verified,பொருட்பால்,அரசியல்,57,வெருவந்த செய்யாமை,1,3,தண்டமும்,,தண்டம்,தண்டம்,பெயர்,பொருட்பெயர்,,,punishment,0.8
567,verified,பொருட்பால்,அரசியல்,57,வெருவந்த செய்யாமை,1,3,தண்டமும்,,உம்,உம்,இடை,உம்மை,,,and (enumerative um),0.85
567,verified,பொருட்பால்,அரசியல்,57,வெருவந்த செய்யாமை,1,4,வேந்தன்,,வேந்தன்,வேந்து+அன்,பெயர்,பொருட்பெயர்,,,(of the) king,0.6
567,verified,பொருட்பால்,அரசியல்,57,வெருவந்த செய்யாமை,2,1,அடுமுரண்,வினைத்தொகை,அடு,அடு,வினை,பெயரெச்சம்,,அடைமொழி,killing/conquering,0.55
567,verified,பொருட்பால்,அரசியல்,57,வெருவந்த செய்யாமை,2,1,அடுமுரண்,வினைத்தொகை,முரண்,முரண்,பெயர்,பண்புப்பெயர்,,,(victorious) strength/might,0.58
567,verified,பொருட்பால்,அரசியல்,57,வெருவந்த செய்யாமை,2,2,தேய்க்கும்,,தேய்க்கும்,தேய்+க்க+உம்,வினை,பெயரெச்சம்,,,that wears down/files away,0.66
567,verified,பொருட்பால்,அரசியல்,57,வெருவந்த செய்யாமை,2,3,அரம்,,அரம்,அரம்,பெயர்,பொருட்பெயர்,,,file (tool),0.82
568,verified,பொருட்பால்,அரசியல்,57,வெருவந்த செய்யாமை,1,1,இனத்தாற்றி,,இனத்து,இனம்+அத்து,பெயர்,பொருட்பெயர்,,,(with/among his) kin-circle,0.5
568,verified,பொருட்பால்,அரசியல்,57,வெருவந்த செய்யாமை,1,1,இனத்தாற்றி,,ஆற்றி,ஆற்று+இ,வினை,வினையெச்சம்,,,having conducted/consulted,0.58
568,verified,பொருட்பால்,அரசியல்,57,வெருவந்த செய்யாமை,1,2,எண்ணாத,,எண்ணாத,எண்ணு+ஆத,வினை,எதிர்மறைபெயரெச்சம்,,,who does not deliberate,0.7
568,verified,பொருட்பால்,அரசியல்,57,வெருவந்த செய்யாமை,1,3,வேந்தன்,,வேந்தன்,வேந்து+அன்,பெயர்,பொருட்பெயர்,,,king,0.85
568,verified,பொருட்பால்,அரசியல்,57,வெருவந்த செய்யாமை,1,4,சினத்தாற்றிச்,,சினத்து,சினம்+அத்து,பெயர்,பண்புப்பெயர்,,,(in/by) anger,0.5
568,verified,பொருட்பால்,அரசியல்,57,வெருவந்த செய்யாமை,1,4,சினத்தாற்றிச்,,ஆற்றி,ஆற்று+இ,வினை,வினையெச்சம்,,,having let (himself) go (in anger),0.55
568,verified,பொருட்பால்,அரசியல்,57,வெருவந்த செய்யாமை,2,1,சீறிற்,,சீறில்,சீறு+இல்,வினை,வினையெச்சம்,,,if (he) rages,0.58
568,verified,பொருட்பால்,அரசியல்,57,வெருவந்த செய்யாமை,2,2,சிறுகும்,,சிறுகும்,சிறுகு+உம்,வினை,தெரிநிலைவினைமுற்று,,,will diminish/shrink,0.74
568,verified,பொருட்பால்,அரசியல்,57,வெருவந்த செய்யாமை,2,3,திரு,,திரு,திரு,பெயர்,பொருட்பெயர்,,,wealth/fortune,0.8
569,verified,பொருட்பால்,அரசியல்,57,வெருவந்த செய்யாமை,1,1,செருவந்த,,செரு,செரு,பெயர்,பொருட்பெயர்,,,war/battle,0.68
569,verified,பொருட்பால்,அரசியல்,57,வெருவந்த செய்யாமை,1,1,செருவந்த,,வந்த,வந்து+அ,வினை,பெயரெச்சம்,,,that has come,0.66
569,verified,பொருட்பால்,அரசியல்,57,வெருவந்த செய்யாமை,1,2,போழ்திற்,,போழ்தில்,போழ்து+இல்,பெயர்,காலப்பெயர்,7:இல்:இடம்,,at the time (of war),0.7
569,verified,பொருட்பால்,அரசியல்,57,வெருவந்த செய்யாமை,1,3,சிறைசெய்யா,,சிறை,சிறை,பெயர்,பொருட்பெயர்,,,fortification/defence,0.64
569,verified,பொருட்பால்,அரசியல்,57,வெருவந்த செய்யாமை,1,3,சிறைசெய்யா,,செய்யா,செய்+ஆ,வினை,எதிர்மறைபெயரெச்சம்,,,who has not made,0.64
569,verified,பொருட்பால்,அரசியல்,57,வெருவந்த செய்யாமை,1,4,வேந்தன்,,வேந்தன்,வேந்து+அன்,பெயர்,பொருட்பெயர்,,,king,0.85
569,verified,பொருட்பால்,அரசியல்,57,வெருவந்த செய்யாமை,2,1,வெருவந்து,,வெருவந்து,வெருவு+வந்து,வினை,வினையெச்சம்,,,having become afraid,0.6
569,verified,பொருட்பால்,அரசியல்,57,வெருவந்த செய்யாமை,2,2,வெய்து,,வெய்து,வெய்து,உரி,உரிச்சொல்,,,quickly/swiftly,0.5
569,verified,பொருட்பால்,அரசியல்,57,வெருவந்த செய்யாமை,2,3,கெடும்,,கெடும்,கெடு+உம்,வினை,தெரிநிலைவினைமுற்று,,,will perish,0.76
570,verified,பொருட்பால்,அரசியல்,57,வெருவந்த செய்யாமை,1,1,கல்லார்ப்,,கல்லார்,கல்+ஆ+அர்,பெயர்,வினையாலணையும்பெயர்,2:ஐ:செயப்படுபொருள்,,the unlearned (obj.),0.64
570,verified,பொருட்பால்,அரசியல்,57,வெருவந்த செய்யாமை,1,2,பிணிக்கும்,,பிணிக்கும்,பிணி+க்க+உம்,வினை,பெயரெச்சம்,,,that binds/attaches (to itself),0.66
570,verified,பொருட்பால்,அரசியல்,57,வெருவந்த செய்யாமை,1,3,கடுங்கோல்,பண்புத்தொகை,கடுங்கோல்,கடு+கோல்,பெயர்,பொருட்பெயர்,,,tyranny/cruel rule (cruel sceptre),0.66
570,verified,பொருட்பால்,அரசியல்,57,வெருவந்த செய்யாமை,1,4,அதுவல்லது,,அது,அது,பெயர்,சுட்டுப்பெயர்,,,that,0.76
570,verified,பொருட்பால்,அரசியல்,57,வெருவந்த செய்யாமை,1,4,அதுவல்லது,,அல்லது,அல்+அது,இடை,எதிர்மறைஇடை,,,other than/except,0.66
570,verified,பொருட்பால்,அரசியல்,57,வெருவந்த செய்யாமை,2,1,இல்லை,,இல்லை,இல்+ஐ,இடை,எதிர்மறைஇடை,,,there is not,0.68
570,verified,பொருட்பால்,அரசியல்,57,வெருவந்த செய்யாமை,2,2,நிலக்குப்,,நிலக்கு,நிலம்+கு,பெயர்,இடப்பெயர்,4:கு:கொடை/நோக்கம்,,for the earth,0.78
570,verified,பொருட்பால்,அரசியல்,57,வெருவந்த செய்யாமை,2,3,பொறை,,பொறை,பொறை,பெயர்,பொருட்பெயர்,,,burden/load,0.8
571,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,1,1,கண்ணோட்டம்,,கண்ணோட்டம்,கண்+ஓட்டம்,பெயர்,பண்புப்பெயர்,,,"benignity, kindly regard",0.82
571,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,1,2,என்னும்,,என்னும்,என்+உம்,வினை,பெயரெச்சம்,,,which is called,0.8
571,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,1,3,கழிபெருங்,பண்புத்தொகை,கழிபெரு,கழி+பெரு,பெயர்,பண்புப்பெயர்,,அடைமொழி,exceedingly great,0.6
571,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,1,4,காரிகை,,காரிகை,காரிகை,பெயர்,பண்புப்பெயர்,,,"beauty, charm",0.72
571,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,2,1,உண்மையான்,,உண்மையான்,உண்மை+ஆன்,பெயர்,தொழிற்பெயர்,3:ஆன்:கருவி/உடன்,,because of (its) existence,0.7
571,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,2,2,உண்டிவ்,,உண்டு,உண்டு,வினை,குறிப்புவினைமுற்று,,,"exists, is",0.78
571,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,2,2,உண்டிவ்,,இவ்,இ+வ்,பெயர்,சுட்டுப்பெயர்,,அடைமொழி,this,0.8
571,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,2,3,வுலகு,,உலகு,உலகு,பெயர்,இடப்பெயர்,,,world,0.85
572,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,1,1,கண்ணோட்டத்,,கண்ணோட்டத்து,கண்ணோட்டம்+அத்து,பெயர்,பண்புப்பெயர்,7:கண்:இடம்,,in benignity,0.7
572,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,1,2,துள்ளது,,உள்ளது,உள்+அது,பெயர்,வினையாலணையும்பெயர்,,,that which exists (in),0.68
572,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,1,3,உலகியல்,வேற்றுமைத்தொகை,உலகியல்,உலகு+இயல்,பெயர்,பண்புப்பெயர்,,,the way of the world,0.62
572,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,1,4,அஃதிலார்,,அஃது,அஃது,பெயர்,சுட்டுப்பெயர்,,,that,0.78
572,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,1,4,அஃதிலார்,,இலார்,இல்+ஆர்,பெயர்,வினையாலணையும்பெயர்,,,those who lack,0.72
572,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,2,1,உண்மை,,உண்மை,உள்+மை,பெயர்,தொழிற்பெயர்,,,(their) being / living,0.68
572,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,2,2,நிலக்குப்,,நிலத்துக்கு,நிலம்+கு,பெயர்,இடப்பெயர்,4:கு:கொடை/நோக்கம்,,to the earth,0.8
572,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,2,3,பொறை,,பொறை,பொறை,பெயர்,பொருட்பெயர்,,,"burden, load",0.82
573,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,1,1,பண்என்னாம்,,பண்,பண்,பெயர்,பொருட்பெயர்,,,"melody, tune",0.82
573,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,1,1,பண்என்னாம்,,என்னாம்,என்ன+ஆம்,வினை,குறிப்புவினைமுற்று,,,what is the use?,0.66
573,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,1,2,பாடற்கு,,பாடற்கு,பாடல்+கு,பெயர்,தொழிற்பெயர்,4:கு:கொடை/நோக்கம்,,to/with the song,0.8
573,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,1,3,இயைபின்றேல்,,இயைபு,இயைபு,பெயர்,தொழிற்பெயர்,,,"concord, harmony",0.72
573,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,1,3,இயைபின்றேல்,,இன்றேல்,இன்று+ஏல்,வினை,எதிர்மறைவினையெச்சம்,,,if there is not,0.64
573,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,1,4,கண்என்னாம்,,கண்,கண்,பெயர்,சினைப்பெயர்,,,eye,0.85
573,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,1,4,கண்என்னாம்,,என்னாம்,என்ன+ஆம்,வினை,குறிப்புவினைமுற்று,,,what is the use?,0.66
573,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,2,1,கண்ணோட்டம்,,கண்ணோட்டம்,கண்+ஓட்டம்,பெயர்,பண்புப்பெயர்,,,benignity,0.82
573,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,2,2,இல்லாத,,இல்லாத,இல்+ஆத,வினை,எதிர்மறைபெயரெச்சம்,,,"lacking, without",0.82
573,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,2,3,கண்,,கண்,கண்,பெயர்,சினைப்பெயர்,,,eye,0.85
574,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,1,1,உளபோல்,,உள,உள்,வினை,குறிப்புவினைமுற்று,,,are present,0.62
574,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,1,1,உளபோல்,,போல்,போல்,இடை,உவமைஉருபு,,,"like, as if",0.66
574,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,1,2,முகத்தெவன்,,முகத்து,முகம்+அத்து,பெயர்,சினைப்பெயர்,7:கண்:இடம்,,in/on the face,0.72
574,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,1,2,முகத்தெவன்,,எவன்,எவன்,பெயர்,வினாப்பெயர்,,,what?,0.7
574,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,1,3,செய்யும்,,செய்யும்,செய்+உம்,வினை,தெரிநிலைவினைமுற்று,,,will do / achieve,0.68
574,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,1,4,அளவினால்,,அளவினால்,அளவு+இன்+ஆல்,பெயர்,பண்புப்பெயர்,3:ஆல்:கருவி/உடன்,,by/with measure,0.66
574,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,2,1,கண்ணோட்டம்,,கண்ணோட்டம்,கண்+ஓட்டம்,பெயர்,பண்புப்பெயர்,,,benignity,0.82
574,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,2,2,இல்லாத,,இல்லாத,இல்+ஆத,வினை,எதிர்மறைபெயரெச்சம்,,,"lacking, without",0.82
574,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,2,3,கண்,,கண்,கண்,பெயர்,சினைப்பெயர்,,,eye,0.85
575,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,1,1,கண்ணிற்கு,,கண்ணிற்கு,கண்+இன்+கு,பெயர்,சினைப்பெயர்,4:கு:கொடை/நோக்கம்,,for the eye,0.8
575,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,1,2,அணிகலம்,வேற்றுமைத்தொகை,அணிகலம்,அணி+கலம்,பெயர்,பொருட்பெயர்,,,"ornament, jewel",0.7
575,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,1,3,கண்ணோட்டம்,,கண்ணோட்டம்,கண்+ஓட்டம்,பெயர்,பண்புப்பெயர்,,,benignity,0.82
575,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,1,4,அஃதின்றேல்,,அஃது,அஃது,பெயர்,சுட்டுப்பெயர்,,,that,0.78
575,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,1,4,அஃதின்றேல்,,இன்றேல்,இன்று+ஏல்,வினை,எதிர்மறைவினையெச்சம்,,,if (it) is not,0.64
575,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,2,1,புண்ணென்று,,புண்,புண்,பெயர்,பொருட்பெயர்,,,"wound, sore",0.82
575,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,2,1,புண்ணென்று,,என்று,என்று,வினை,வினையெச்சம்,,,"as, saying",0.66
575,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,2,2,உணரப்,,உணர,உணர்+அ,வினை,வினையெச்சம்,,,to be perceived,0.72
575,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,2,3,படும்,,படும்,படு+உம்,வினை,தெரிநிலைவினைமுற்று,,,"will be (auxiliary, passive)",0.72
576,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,1,1,மண்ணோ,,மண்,மண்,பெயர்,இடப்பெயர்,3:ஒடு:கருவி/உடன்,,with the earth,0.74
576,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,1,2,டியைந்த,,இயைந்த,இயை+ந்த,வினை,பெயரெச்சம்,,,that is joined,0.74
576,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,1,3,மரத்தனையர்,,மரத்து,மரம்+அத்து,பெயர்,பொருட்பெயர்,,,tree,0.72
576,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,1,3,மரத்தனையர்,,அனையர்,அனைய+அர்,பெயர்,வினையாலணையும்பெயர்,,,are like / resemble,0.68
576,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,1,4,கண்ணோ,,கண்,கண்,பெயர்,சினைப்பெயர்,3:ஒடு:கருவி/உடன்,,with the eye,0.72
576,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,2,1,டியைந்துகண்,,இயைந்து,இயை+ந்து,வினை,வினையெச்சம்,,,having joined,0.72
576,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,2,1,டியைந்துகண்,,கண்,கண்,பெயர்,சினைப்பெயர்,,,eye (object of ணோடா),0.6
576,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,2,2,ணோடா,,நோடா,நோடு+ஆ,வினை,எதிர்மறைபெயரெச்சம்,,,not showing regard,0.6
576,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,2,3,தவர்,,அவர்,அவர்,பெயர்,சுட்டுப்பெயர்,,,those (people),0.66
577,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,1,1,கண்ணோட்டம்,,கண்ணோட்டம்,கண்+ஓட்டம்,பெயர்,பண்புப்பெயர்,,,benignity,0.82
577,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,1,2,இல்லவர்,,இல்லவர்,இல்+அர்,பெயர்,வினையாலணையும்பெயர்,,,those who lack,0.72
577,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,1,3,கண்ணிலர்,,கண்,கண்,பெயர்,சினைப்பெயர்,,,eye,0.8
577,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,1,3,கண்ணிலர்,,இலர்,இல்+அர்,பெயர்,வினையாலணையும்பெயர்,,,are without (eyes),0.7
577,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,1,4,கண்ணுடையார்,,கண்,கண்,பெயர்,சினைப்பெயர்,,,eye,0.8
577,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,1,4,கண்ணுடையார்,,உடையார்,உடைமை+ஆர்,பெயர்,வினையாலணையும்பெயர்,,,those who possess,0.72
577,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,2,1,கண்ணோட்டம்,,கண்ணோட்டம்,கண்+ஓட்டம்,பெயர்,பண்புப்பெயர்,,,benignity,0.82
577,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,2,2,இன்மையும்,,இன்மை,இல்+மை,பெயர்,தொழிற்பெயர்,,,"absence, lacking",0.74
577,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,2,2,இன்மையும்,,உம்,உம்,இடை,உம்மை,,,"even, also (emphatic)",0.78
577,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,2,3,இல்,,இல்,இல்,வினை,எதிர்மறைவினைமுற்று,,,is not / does not happen,0.7
578,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,1,1,கருமம்,,கருமம்,கருமம்,பெயர்,தொழிற்பெயர்,,,"deed, duty",0.76
578,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,1,2,சிதையாமல்,,சிதையாமல்,சிதை+ஆமல்,வினை,எதிர்மறைவினையெச்சம்,,,without spoiling / harming,0.8
578,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,1,3,கண்ணோட,,கண்ணோட,கண்ணோடு+அ,வினை,வினையெச்சம்,,,to show benignity,0.68
578,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,1,4,வல்லார்க்கு,,வல்லார்க்கு,வல்+ஆர்+கு,பெயர்,வினையாலணையும்பெயர்,4:கு:கொடை/நோக்கம்,,to those who are able,0.74
578,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,2,1,உரிமை,,உரிமை,உரி+மை,பெயர்,பண்புப்பெயர்,,,"right, ownership",0.76
578,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,2,2,உடைத்திவ்,,உடைத்து,உடை+த்து,வினை,குறிப்புவினைமுற்று,,,possesses / has,0.7
578,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,2,2,உடைத்திவ்,,இவ்,இ+வ்,பெயர்,சுட்டுப்பெயர்,,அடைமொழி,this,0.8
578,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,2,3,வுலகு,,உலகு,உலகு,பெயர்,இடப்பெயர்,,,world,0.85
579,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,1,1,ஒறுத்தாற்றும்,,ஒறுத்து,ஒறு+த்து,வினை,வினையெச்சம்,,,having punished,0.66
579,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,1,1,ஒறுத்தாற்றும்,,ஆற்றும்,ஆற்று+உம்,வினை,பெயரெச்சம்,,,(who) is capable of,0.64
579,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,1,2,பண்பினார்,,பண்பினார்,பண்பு+இன்+ஆர்,பெயர்,வினையாலணையும்பெயர்,,,those of (such) nature,0.66
579,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,1,3,கண்ணும்கண்,,கண்ணும்,கண்+உம்,பெயர்,சினைப்பெயர்,7:கண்:இடம்,,even in the matter of (them),0.58
579,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,1,3,கண்ணும்கண்,,உம்,உம்,இடை,உம்மை,,,even,0.7
579,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,1,3,கண்ணும்கண்,,கண்,கண்,பெயர்,சினைப்பெயர்,,,eye (begins கண்ணோடி),0.58
579,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,1,4,ணோடிப்,,நோடி,நோடு+இ,வினை,வினையெச்சம்,,,having shown benignity,0.6
579,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,2,1,பொறுத்தாற்றும்,,பொறுத்து,பொறு+த்து,வினை,வினையெச்சம்,,,having forgiven,0.7
579,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,2,1,பொறுத்தாற்றும்,,ஆற்றும்,ஆற்று+உம்,வினை,பெயரெச்சம்,,,(which) is able,0.64
579,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,2,2,பண்பே,,பண்பு,பண்பு,பெயர்,பண்புப்பெயர்,,,the quality/virtue,0.78
579,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,2,2,பண்பே,,ஏ,ஏ,இடை,பிரிநிலைஇடை,,,"alone, indeed (emphatic)",0.74
579,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,2,3,தலை,,தலை,தலை,பெயர்,பண்புப்பெயர்,,,"supreme, best",0.7
580,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,1,1,பெயக்கண்டும்,,பெய,பெய்+அ,வினை,வினையெச்சம்,,,(poison) being poured/given,0.64
580,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,1,1,பெயக்கண்டும்,,கண்டும்,கண்டு+உம்,வினை,வினையெச்சம்,,,even having seen,0.66
580,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,1,1,பெயக்கண்டும்,,உம்,உம்,இடை,உம்மை,,,even (concessive),0.7
580,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,1,2,நஞ்சுண்,,நஞ்சு,நஞ்சு,பெயர்,பொருட்பெயர்,,,poison,0.82
580,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,1,2,நஞ்சுண்,,உண்டு,உண்+டு,வினை,வினையெச்சம்,,,having eaten (joins அமைவர்),0.58
580,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,1,3,டமைவர்,,அமைவர்,அமை+வர்,வினை,தெரிநிலைவினைமுற்று,,,they will accept / settle,0.68
580,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,1,4,நயத்தக்க,,நயத்தக்க,நயம்+தக்க,வினை,பெயரெச்சம்,,அடைமொழி,worthy of being desired,0.64
580,verified,பொருட்பால்,அரசியல்,58,கண்ணோட்டம்,2,1,நாகரிகம்,,நாகரிகம்,நாகரிகம்,பெயர்,பண்புப்பெயர்,,,"refinement, courtesy",0.74
